ID,Primary Thematic,Secondary Thematic,Platform,Content Family,Content Types,Owner Team,Author Team,Contact Team,Content Name (EN),Content Name (FR),Content Version,Default Language,Other Languages,Status,Creation Date,Published Date,Last Update Date,Next Review Date,Content Description,Activities,Audience,Data Classification,Periodicity,Key Words,Comms GPT?,Pre-Archiving?,Content Published Link,Content - Event Name,Content - Persons,Content - Geo,Content - BNPP Entities,Content - Times,Content - Cause,Content - Consequence,Content - Thematics
MED_075,Finance,Risk Management,Teams,Brand Content,Infographic,Data Office,Communication,Employee Engagement,Corporate Social Responsibility Report Video — S3,Vidéo Rapport Responsabilité Sociale des Entreprises — S3,4.2,English,German;Spanish;French,Active,2022-05-06,2023-02-07,2024-07-06,2026-10-15,This media content covers finance for regulators. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Communication,Managers;Partners;Regulators,Confidential,One-time,digital;transformation;campaign;awareness;engagement,Yes,Yes,,ESG Summit,CEO,LATAM,Arval;Hello bank!;Cetelem,Immediate,,Brand Awareness,content;awareness;engagement;innovation
MED_076,Finance,Operations;Client Experience,Mass Mailing,Product Launch,Infographic,Communication,Social Media,Data Office,ESG Social Media Campaign 2024 — S4,Campagne Réseaux Sociaux ESG 2024 — S4,1.1,English,,Archived,2022-11-21,2024-12-21,2024-04-25,2026-06-03,This media content covers finance for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Stakeholder Engagement;Digital Publishing,Managers,Internal,One-time,ESG;awareness;engagement,No,No,https://intranet.bnpparibas.com/media/076,Product Launch,,France,Hello bank!;BNP Paribas CIB,Long-term,Regulatory Change,Compliance,communication;campaign;awareness
MED_077,Operations,Innovation;ESG,Social Media;Mass Mailing;Podcast Platform,Training Series,Infographic,Press & Media,Strategy,Data Office,Digital Transformation Intranet Series — S4,Série Intranet Transformation Digitale — S4,1.1,English,,Active,2023-01-02,2024-03-15,2024-01-14,2026-12-01,This media content covers operations for all employees. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Brand Management;Campaign Management,Executive Committee;Managers;Public,Confidential,Monthly,brand;media;engagement;social;digital,In Progress,No,https://youtube.bnpparibas.com/077,Product Launch,,LATAM,BNP Paribas SA,Short-term,,Client Acquisition,communication;campaign;transformation;social
MED_078,Finance,Data & AI,SharePoint;YouTube,Training Series,Campaign,Communication,Communication,Strategy,Compliance Awareness Podcast — S4,Podcast Sensibilisation Conformité — S4,2.0,French,German;Spanish,Approved,2022-01-19,2023-02-20,2025-03-03,2025-08-24,This media content covers finance for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Executive Committee,Internal,Annual,transformation;innovation;media;ESG,No,Yes,https://youtube.bnpparibas.com/078,Digital Day,Head of Comms;CDO,Global,Cetelem,Medium-term,Regulatory Change,Cost Reduction,innovation;brand
MED_079,Data & AI,Risk Management;ESG,Corporate Website;Teams;YouTube,Event Coverage,Article,Strategy,Communication,IT Operations,Annual Results Video Campaign — S4,Campagne Vidéo Résultats Annuels — S4,1.2,English,,Archived,2021-11-16,2023-11-14,2024-02-06,2026-01-05,This media content covers data & ai for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Regulators;Board,Internal,Quarterly,content;media;social;innovation,N/A,Yes,,,CEO,France;Global,Hello bank!;BNP Paribas SA,Immediate,Regulatory Change,Client Acquisition,content;innovation
MED_080,Digital Transformation,Compliance;Client Experience,Social Media,Training Series,Podcast,HR,Marketing,IT Operations,HR Onboarding Webinar Series — S4,Série Webinaires Onboarding RH — S4,1.0,English,,Archived,2021-02-01,2023-06-22,2024-02-13,2026-01-11,This media content covers digital transformation for clients. It provides engaging storytelling and brand alignment across digital channels.,Communication,Partners,Confidential,Monthly,brand;transformation;awareness;ESG,Yes,Yes,,,,Europe,Cetelem,,Client Request,Cost Reduction,digital;campaign;transformation
MED_081,Risk Management,Compliance;Client Experience,Mass Mailing;Podcast Platform,Internal Campaign,Campaign,Social Media,Social Media,Brand,Innovation Lab Showcase — S4,Showcase Lab Innovation — S4,2.0,French,,Active,2023-05-04,2023-04-21,2024-06-07,2025-09-12,This media content covers risk management for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,Regulators;Public;All Employees,Public,Ad hoc,innovation;digital;campaign;content;awareness,No,No,https://sharepoint.bnpparibas.com/media/081,,CMO;Head of Comms,Americas,BNP Paribas CIB;Cetelem,Short-term,Market Evolution,Client Acquisition,media;ESG
MED_082,Innovation,Digital Transformation;Client Experience,SharePoint;Mass Mailing,Editorial Series,Webinar,Marketing,Data Office,HR,Sustainability Infographic Pack — S4,Pack Infographies Développement Durable — S4,4.2,English,German,Draft,2021-10-13,2023-09-26,2024-09-16,2026-12-26,This media content covers innovation for managers. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,Clients;Partners;Managers,Confidential,Ad hoc,awareness;innovation,N/A,Yes,,Brand Event,CMO,APAC;Europe,BNP Paribas Cardif,,Regulatory Change,,engagement;media
MED_083,Finance,Data & AI;Digital Transformation,Mass Mailing;YouTube,Awareness Campaign,Interactive Content,Employee Engagement,Social Media,HR,Brand Guidelines Video — S4,Vidéo Charte de la Marque — S4,1.0,French,English;German,Published,2023-05-31,2023-07-25,2025-02-01,2025-07-10,This media content covers finance for partners. It provides engaging storytelling and brand alignment across digital channels.,Communication;Campaign Management,Public;Partners,Confidential,One-time,brand;digital;content;awareness,In Progress,No,https://intranet.bnpparibas.com/media/083,Product Launch,,Global,Hello bank!;BNP Paribas Cardif;BNP Paribas SA,Long-term,,Client Acquisition,ESG;communication;campaign
MED_084,Innovation,Client Experience;People & Culture,Social Media,Internal Campaign,Infographic,Employee Engagement,IT Operations,Strategy,Client Experience Story Series — S4,Série Story Expérience Client — S4,3.2,English,,Approved,2022-07-04,2023-05-19,2024-10-07,2026-02-06,This media content covers innovation for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Stakeholder Engagement,Clients;Regulators;Executive Committee,Confidential,Annual,social;content,In Progress,Yes,,Brand Event,Head of Comms,LATAM,BNP Paribas Cardif;BNP Paribas SA,,,,engagement;ESG;content
MED_085,Risk Management,Compliance,Social Media;Teams;Corporate Website,External Campaign,Webinar,Press & Media,IT Operations,Social Media,Data & AI Awareness Campaign — S4,Campagne Sensibilisation Data & IA — S4,4.0,English,French,Published,2022-04-21,2023-05-18,2024-11-14,2026-04-08,This media content covers risk management for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Stakeholder Engagement,Clients;Managers;Executive Committee,Confidential,Monthly,awareness;content;campaign;media,N/A,Yes,https://sharepoint.bnpparibas.com/media/085,ESG Summit,,LATAM;Global,Hello bank!,Short-term,Market Evolution,Cost Reduction,campaign;brand
MED_086,Risk Management,Digital Transformation;Data & AI,Corporate Website,Editorial Series,Webinar,Brand,Data Office,Brand,Townhall Live Stream 2024 — S4,Live Stream Townhall 2024 — S4,3.0,English,,Approved,2023-06-02,2024-12-04,2025-02-02,2026-10-05,This media content covers risk management for clients. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Public,Restricted,Weekly,campaign;engagement,No,Yes,https://youtube.bnpparibas.com/086,Annual Results,CIO;CMO,APAC,Hello bank!;Nickel,Long-term,Strategic Decision,,campaign;communication;media
MED_087,Finance,Operations;Client Experience,Podcast Platform;Social Media;Corporate Website,Editorial Series,Interactive Content,Press & Media,Social Media,Social Media,Green Finance Email Campaign — S4,Campagne Email Finance Verte — S4,1.2,English,,Under Review,2023-06-28,2024-07-11,2024-05-29,2026-07-24,This media content covers finance for clients. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Communication,All Employees;Regulators,Restricted,One-time,campaign;brand;engagement;social;media,N/A,No,,ESG Summit,Head of Comms;CIO,Europe;Global,BNP Paribas SA,Long-term,Internal Initiative,Cost Reduction,digital;social
MED_088,Digital Transformation,Compliance,Mass Mailing,Training Series,Infographic,Data Office,IT Operations,Communication,People & Culture Podcast — S4,Podcast Personnes & Culture — S4,2.1,English,Italian,Active,2023-01-22,2025-02-01,2025-03-05,2026-05-28,This media content covers digital transformation for board. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Content Production,Regulators;Executive Committee,Restricted,Annual,media;campaign;innovation;brand;awareness,In Progress,Yes,,ESG Summit,,Global;Europe,BNP Paribas SA;BNP Paribas CIB,Immediate,Internal Initiative,Employee Engagement,campaign;social;communication
MED_089,Data & AI,Operations;People & Culture,Teams;Podcast Platform,Awareness Campaign,Email,Social Media,Marketing,Communication,Cybersecurity Awareness Month — S4,Mois Sensibilisation Cybersécurité — S4,4.0,English,French,Active,2021-01-04,2023-05-23,2024-06-03,2025-07-04,This media content covers data & ai for partners. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Communication;Digital Publishing,Managers;All Employees,Internal,Annual,social;communication;brand;media;transformation,Yes,Yes,https://sharepoint.bnpparibas.com/media/089,,CEO,Americas;APAC,BNP Paribas CIB;Nickel;BNP Paribas SA,Short-term,Regulatory Change,Client Acquisition,social;campaign;brand;transformation
MED_090,People & Culture,Data & AI;Digital Transformation,Mass Mailing;SharePoint,Brand Content,Video,Strategy,Communication,IT Operations,EXCO Strategy Presentation Video — S4,Vidéo Présentation COMEX Stratégie — S4,4.1,French,German;English,Active,2022-09-19,2024-08-18,2024-06-26,2026-11-26,This media content covers people & culture for partners. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Communication,Public,Confidential,Monthly,engagement;campaign;social,In Progress,Yes,,Brand Event,,France;APAC,Nickel;Hello bank!;Arval,Medium-term,,,ESG;brand;communication
MED_091,Data & AI,Compliance;Risk Management,Podcast Platform,Brand Content,Webinar,Marketing,IT Operations,Communication,Diversity & Inclusion Campaign — S4,Campagne Diversité & Inclusion — S4,2.0,English,French,Active,2022-12-14,2024-07-07,2025-01-27,2026-01-23,This media content covers data & ai for regulators. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Board;Public,Internal,Weekly,digital;awareness;engagement;brand;innovation,No,No,https://intranet.bnpparibas.com/media/091,ESG Summit,,APAC;Middle East,BNP Paribas SA;BNP Paribas Cardif;BNP Paribas CIB,Medium-term,Internal Initiative,Compliance,awareness;ESG;transformation
MED_092,Innovation,Client Experience;Data & AI,SharePoint;Teams;Mass Mailing,Editorial Series,Infographic,Marketing,Brand,HR,FinTech Innovation Series — S4,Série Innovation Fintech — S4,2.0,English,French,Published,2021-05-13,2024-01-16,2025-02-06,2025-07-31,This media content covers innovation for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Brand Management;Content Production,Managers;Clients,Restricted,Quarterly,social;brand;content;awareness;media,Yes,Yes,,,,Americas;Global,Nickel;Cetelem;BNP Paribas SA,Short-term,Internal Initiative,Brand Awareness,communication;campaign;ESG;digital
MED_093,Digital Transformation,Compliance;People & Culture,Mass Mailing,Internal Campaign,Campaign,HR,Press & Media,HR,Risk Management Webinar — S4,Webinaire Gestion des Risques — S4,4.1,English,,Published,2022-01-31,2024-03-15,2024-04-04,2025-12-21,This media content covers digital transformation for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Content Production,Executive Committee,Restricted,Weekly,digital;media,No,Yes,,Product Launch,,France;Global,Cetelem;Arval,Short-term,Client Request,Client Acquisition,ESG;innovation
MED_094,Innovation,Operations,Podcast Platform;Social Media,Event Coverage,Story,HR,Communication,Communication,Internal Brand Refresh Campaign — S4,Campagne Rafraîchissement Marque Interne — S4,1.0,French,English,Under Review,2021-01-13,2023-10-16,2025-04-04,2026-05-31,This media content covers innovation for board. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Digital Publishing,Regulators;Executive Committee;Board,Restricted,One-time,ESG;engagement;innovation;media;brand,N/A,No,https://youtube.bnpparibas.com/094,Digital Day,,France,Arval,,,Cost Reduction,content;awareness;campaign
MED_095,Data & AI,Client Experience,Podcast Platform,Awareness Campaign,Video,HR,Marketing,HR,Client Onboarding Digital Journey — S4,Parcours Digital Onboarding Client — S4,2.0,English,English,Active,2022-02-27,2025-01-12,2024-07-24,2026-09-23,This media content covers data & ai for partners. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Digital Publishing,Public,Restricted,Weekly,media;social;ESG,No,Yes,,,,Europe,Cetelem;Nickel;Hello bank!,Medium-term,Regulatory Change,,digital;ESG;content
MED_096,Innovation,Operations;Data & AI,Intranet,Product Launch,Infographic,HR,HR,Employee Engagement,ESG Reporting Interactive Tool — S4,Outil Interactif Reporting ESG — S4,1.2,French,,Archived,2023-01-20,2023-10-07,2024-02-20,2025-06-09,This media content covers innovation for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Communication;Digital Publishing,All Employees;Executive Committee;Managers,Confidential,Monthly,innovation;digital;engagement;campaign;media,Yes,Yes,https://youtube.bnpparibas.com/096,Townhall,CDO;Head of Comms,LATAM,Hello bank!,Long-term,Market Evolution,,innovation;campaign
MED_097,Risk Management,Compliance;People & Culture,Social Media,Awareness Campaign,Infographic,Brand,Communication,Marketing,Employee Engagement Survey Campaign — S4,Campagne Enquête Engagement Collaborateurs — S4,2.2,French,,Approved,2021-03-03,2024-02-14,2024-10-26,2026-12-09,This media content covers risk management for partners. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Board,Confidential,Weekly,content;communication,N/A,No,https://intranet.bnpparibas.com/media/097,,,Europe;Middle East,Nickel;BNP Paribas SA,Immediate,Strategic Decision,Compliance,content;social;communication;transformation
MED_098,Data & AI,Innovation;Finance,Social Media;Intranet;Teams,Awareness Campaign,Podcast,Employee Engagement,Brand,Employee Engagement,Digital Banking Infographic — S4,Infographie Banque Digitale — S4,3.1,English,German;Spanish;French,Draft,2022-08-10,2023-01-13,2025-04-01,2026-09-27,This media content covers data & ai for board. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Digital Publishing,Partners,Internal,One-time,campaign;media;brand;digital;social,In Progress,No,,,,France,BNP Paribas SA;BNP Paribas Cardif;Arval,Immediate,Market Evolution,,media;ESG;digital
MED_099,Data & AI,Digital Transformation,Intranet,Internal Campaign,Webinar,Communication,Communication,Communication,AML Awareness Series — S4,Série Sensibilisation LCB-FT — S4,2.0,French,German,Published,2022-04-26,2024-10-25,2024-05-22,2026-02-25,This media content covers data & ai for all employees. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Regulators;Partners,Restricted,One-time,engagement;transformation;social,Yes,Yes,https://sharepoint.bnpparibas.com/media/099,Digital Day,CDO;CIO,LATAM;Americas,Hello bank!;BNP Paribas Cardif,Long-term,Strategic Decision,Compliance,communication;content
MED_100,Compliance,People & Culture;Risk Management,Intranet;Podcast Platform;Teams,Editorial Series,Campaign,Brand,Marketing,HR,Corporate Social Responsibility Report Video — S4,Vidéo Rapport Responsabilité Sociale des Entreprises — S4,1.2,English,,Under Review,2023-04-13,2025-02-06,2024-06-04,2025-10-02,This media content covers compliance for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production,Partners;All Employees,Internal,Quarterly,media;campaign,No,Yes,,Product Launch,,France;LATAM,Hello bank!;Arval,Long-term,Client Request,Employee Engagement,content;media;digital
MED_101,Operations,Client Experience,Intranet,Product Launch,Podcast,IT Operations,Communication,Employee Engagement,ESG Social Media Campaign 2024 — S5,Campagne Réseaux Sociaux ESG 2024 — S5,3.2,French,Italian,Published,2023-02-19,2025-03-09,2024-05-09,2026-09-27,This media content covers operations for clients. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Stakeholder Engagement;Brand Management,Public;Clients,Restricted,Quarterly,transformation;digital;brand;media,No,No,https://sharepoint.bnpparibas.com/media/101,Townhall,CEO;CIO,Middle East;Global,Nickel;BNP Paribas SA,Short-term,Regulatory Change,Cost Reduction,engagement;content;media
MED_102,Data & AI,Client Experience,Podcast Platform,Internal Campaign,Email,Social Media,Employee Engagement,Brand,Digital Transformation Intranet Series — S5,Série Intranet Transformation Digitale — S5,3.1,English,,Published,2021-11-03,2024-12-17,2024-10-23,2026-05-28,This media content covers data & ai for all employees. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Campaign Management,All Employees,Internal,Weekly,engagement;awareness,No,Yes,https://youtube.bnpparibas.com/102,,CMO;CIO,Americas;Global,BNP Paribas CIB;BNP Paribas Cardif,Immediate,Internal Initiative,,communication;campaign
MED_103,Finance,People & Culture;Digital Transformation,Intranet;YouTube,Training Series,Campaign,Brand,Data Office,Data Office,Compliance Awareness Podcast — S5,Podcast Sensibilisation Conformité — S5,3.2,French,Italian;German,Approved,2021-03-20,2023-11-22,2025-04-19,2026-12-21,This media content covers finance for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Digital Publishing,Executive Committee;Regulators,Internal,Monthly,social;media;ESG;communication;awareness,Yes,Yes,,Product Launch,,LATAM,BNP Paribas SA,Long-term,,,social;awareness
MED_104,People & Culture,Digital Transformation;Innovation,Corporate Website;Teams;Mass Mailing,External Campaign,Campaign,Communication,Employee Engagement,Communication,Annual Results Video Campaign — S5,Campagne Vidéo Résultats Annuels — S5,2.1,English,Spanish,Archived,2022-05-30,2024-03-16,2024-12-20,2025-08-02,This media content covers people & culture for partners. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Campaign Management,Board;Managers;All Employees,Confidential,Weekly,communication;brand;media;innovation;content,Yes,No,https://youtube.bnpparibas.com/104,Product Launch,,LATAM;Middle East,Arval;BNP Paribas SA,Immediate,,,campaign;communication;awareness;engagement
MED_105,Data & AI,Finance,Intranet;SharePoint;Podcast Platform,External Campaign,Infographic,Marketing,Strategy,Communication,HR Onboarding Webinar Series — S5,Série Webinaires Onboarding RH — S5,3.2,English,,Active,2021-01-10,2024-06-05,2025-02-20,2026-05-14,This media content covers data & ai for public. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Regulators;Board;Clients,Public,Ad hoc,communication;engagement;transformation,N/A,No,,,CDO;Head of Comms,APAC;Americas,Nickel;Arval,Immediate,Regulatory Change,,campaign;brand
MED_106,Data & AI,People & Culture;Client Experience,Corporate Website,Awareness Campaign,Interactive Content,Communication,Employee Engagement,Press & Media,Innovation Lab Showcase — S5,Showcase Lab Innovation — S5,3.1,English,English,Published,2021-08-20,2023-02-09,2024-09-30,2026-11-05,This media content covers data & ai for public. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,Managers,Internal,Ad hoc,content;communication,In Progress,No,https://sharepoint.bnpparibas.com/media/106,,CEO;CDO,Global;Middle East,Cetelem;BNP Paribas SA,Medium-term,Regulatory Change,Brand Awareness,content;awareness
MED_107,Compliance,ESG;Digital Transformation,YouTube,Awareness Campaign,Story,Strategy,Communication,Marketing,Sustainability Infographic Pack — S5,Pack Infographies Développement Durable — S5,3.0,English,,Under Review,2022-08-10,2025-02-05,2024-03-08,2026-04-22,This media content covers compliance for public. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Content Production;Communication,Regulators;Executive Committee;Public,Restricted,Ad hoc,digital;engagement;brand;transformation;awareness,In Progress,Yes,https://intranet.bnpparibas.com/media/107,Annual Results,,APAC;Americas,BNP Paribas Cardif;BNP Paribas CIB,Medium-term,,Employee Engagement,brand;content
MED_108,Innovation,Compliance,Teams;Intranet;Corporate Website,Internal Campaign,Campaign,Employee Engagement,HR,Press & Media,Brand Guidelines Video — S5,Vidéo Charte de la Marque — S5,4.2,English,Spanish;German,Published,2023-01-02,2024-11-02,2024-05-16,2026-05-19,This media content covers innovation for board. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Communication,Board;Managers;Regulators,Public,Ad hoc,engagement;awareness;communication,N/A,No,https://intranet.bnpparibas.com/media/108,Product Launch,,France;APAC,Nickel,Short-term,Strategic Decision,Employee Engagement,awareness;digital;ESG
MED_109,Digital Transformation,People & Culture;Compliance,SharePoint;Teams,Internal Campaign,Interactive Content,Data Office,Communication,Employee Engagement,Client Experience Story Series — S5,Série Story Expérience Client — S5,2.1,French,Italian;Spanish,Published,2021-06-23,2025-01-12,2024-03-08,2025-11-09,This media content covers digital transformation for managers. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Board;Regulators;Public,Public,Monthly,digital;content;brand;ESG;media,Yes,Yes,https://sharepoint.bnpparibas.com/media/109,Digital Day,CMO;CEO,Americas,Arval,Short-term,Strategic Decision,,communication;engagement;media;content
MED_110,Finance,Compliance;People & Culture,Mass Mailing,Product Launch,Email,Employee Engagement,Communication,HR,Data & AI Awareness Campaign — S5,Campagne Sensibilisation Data & IA — S5,3.1,French,,Published,2022-05-11,2023-03-16,2024-10-11,2026-08-12,This media content covers finance for managers. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Communication;Campaign Management,Board;Executive Committee,Confidential,Annual,media;content;communication;engagement,Yes,Yes,https://intranet.bnpparibas.com/media/110,,CDO,APAC;LATAM,BNP Paribas CIB,Long-term,,,engagement;digital
MED_111,Operations,Client Experience,SharePoint;Mass Mailing,Product Launch,Article,Brand,Marketing,Strategy,Townhall Live Stream 2024 — S5,Live Stream Townhall 2024 — S5,1.1,French,,Published,2022-11-26,2023-07-25,2025-04-25,2025-06-03,This media content covers operations for public. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Board,Restricted,One-time,engagement;transformation,Yes,No,,Product Launch,CIO;CEO,APAC;Global,BNP Paribas CIB;Arval;Nickel,Immediate,Strategic Decision,Compliance,social;engagement
MED_112,Risk Management,Operations;ESG,Mass Mailing;Teams;Social Media,Editorial Series,Campaign,Employee Engagement,Brand,Marketing,Green Finance Email Campaign — S5,Campagne Email Finance Verte — S5,2.1,English,German,Published,2021-01-07,2024-08-01,2024-12-13,2026-05-28,This media content covers risk management for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Campaign Management;Communication,Partners;Regulators;Managers,Confidential,One-time,brand;transformation,N/A,Yes,https://intranet.bnpparibas.com/media/112,Digital Day,,Americas;APAC,BNP Paribas Cardif;Cetelem;Nickel,,,Cost Reduction,social;ESG
MED_113,People & Culture,Compliance,Teams;YouTube,Brand Content,Email,Social Media,HR,Communication,People & Culture Podcast — S5,Podcast Personnes & Culture — S5,4.2,English,German,Draft,2021-10-26,2023-01-29,2024-02-23,2026-11-14,This media content covers people & culture for public. It provides engaging storytelling and brand alignment across digital channels.,Communication;Campaign Management,All Employees,Public,Quarterly,awareness;campaign;communication;innovation;brand,No,Yes,https://youtube.bnpparibas.com/113,Townhall,,Middle East;Americas,BNP Paribas SA;Cetelem,,Regulatory Change,Cost Reduction,innovation;brand
MED_114,Compliance,Operations;Client Experience,Social Media,Product Launch,Email,Data Office,Data Office,Strategy,Cybersecurity Awareness Month — S5,Mois Sensibilisation Cybersécurité — S5,1.0,French,German;English,Published,2021-05-22,2023-09-04,2024-05-24,2025-11-06,This media content covers compliance for partners. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Clients;All Employees;Regulators,Public,One-time,brand;ESG;engagement,In Progress,Yes,https://intranet.bnpparibas.com/media/114,,CEO,Americas;Europe,BNP Paribas SA,Short-term,Regulatory Change,Employee Engagement,media;transformation;digital;engagement
MED_115,Digital Transformation,ESG,Intranet;Mass Mailing,Event Coverage,Article,Brand,Social Media,Press & Media,EXCO Strategy Presentation Video — S5,Vidéo Présentation COMEX Stratégie — S5,2.2,French,Italian;Spanish;German,Archived,2022-04-10,2023-08-11,2024-05-05,2026-12-21,This media content covers digital transformation for public. It provides engaging storytelling and brand alignment across digital channels.,Communication;Digital Publishing,Board;Clients;Public,Confidential,Ad hoc,social;innovation,N/A,No,,Product Launch,,APAC;France,BNP Paribas SA;Hello bank!;BNP Paribas Cardif,,,Client Acquisition,digital;ESG;brand
MED_116,Digital Transformation,Operations;Finance,Teams,Training Series,Story,Employee Engagement,Strategy,Brand,Diversity & Inclusion Campaign — S5,Campagne Diversité & Inclusion — S5,2.1,French,German;French,Draft,2021-09-09,2025-01-30,2024-11-23,2026-01-11,This media content covers digital transformation for clients. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,All Employees;Managers,Internal,Quarterly,innovation;ESG,No,No,https://sharepoint.bnpparibas.com/media/116,Townhall,CIO,Middle East,Nickel;BNP Paribas CIB;Cetelem,Short-term,Client Request,Employee Engagement,content;campaign;brand
MED_117,People & Culture,Compliance,Intranet;Podcast Platform,Product Launch,Story,Social Media,Communication,Press & Media,FinTech Innovation Series — S5,Série Innovation Fintech — S5,1.2,French,,Approved,2021-12-18,2024-03-28,2024-06-10,2026-06-06,This media content covers people & culture for public. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Campaign Management,Board;Executive Committee;All Employees,Restricted,Quarterly,social;media,Yes,No,https://intranet.bnpparibas.com/media/117,ESG Summit,,Europe;France,BNP Paribas CIB,Immediate,Regulatory Change,Cost Reduction,social;media;campaign
MED_118,ESG,Compliance;Client Experience,Teams,Awareness Campaign,Podcast,IT Operations,Communication,Strategy,Risk Management Webinar — S5,Webinaire Gestion des Risques — S5,2.1,French,,Under Review,2022-05-11,2023-03-13,2024-03-16,2025-10-10,This media content covers esg for all employees. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Communication,Partners;Clients,Internal,One-time,innovation;digital;engagement;content;social,Yes,No,,,,Middle East;Europe,Cetelem;BNP Paribas CIB,Short-term,Market Evolution,Brand Awareness,content;ESG;digital;media
MED_119,Operations,Innovation;Data & AI,Corporate Website;Podcast Platform,Internal Campaign,Live Stream,Strategy,Press & Media,HR,Internal Brand Refresh Campaign — S5,Campagne Rafraîchissement Marque Interne — S5,3.1,French,,Under Review,2023-06-01,2023-08-18,2024-10-19,2025-09-22,This media content covers operations for managers. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Board;Executive Committee,Confidential,Quarterly,ESG;transformation,In Progress,No,https://sharepoint.bnpparibas.com/media/119,Townhall,CDO,APAC;Europe,Cetelem;Arval,Long-term,Strategic Decision,Compliance,digital;innovation;media
MED_120,Operations,People & Culture,Social Media;Intranet,Brand Content,Infographic,Communication,Marketing,Press & Media,Client Onboarding Digital Journey — S5,Parcours Digital Onboarding Client — S5,4.1,English,German;English,Draft,2022-03-23,2023-12-18,2025-01-09,2025-07-04,This media content covers operations for public. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,All Employees,Restricted,Quarterly,communication;ESG;digital;innovation,No,Yes,,Brand Event,,Europe;Middle East,Hello bank!,Long-term,Client Request,Compliance,brand;communication;transformation
MED_121,Compliance,Risk Management,Intranet,Awareness Campaign,Webinar,Strategy,Employee Engagement,IT Operations,ESG Reporting Interactive Tool — S5,Outil Interactif Reporting ESG — S5,4.2,English,Spanish;German,Approved,2023-01-16,2025-03-23,2024-12-19,2025-07-04,This media content covers compliance for board. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Board;Executive Committee;All Employees,Internal,Monthly,innovation;communication,N/A,Yes,https://youtube.bnpparibas.com/121,Product Launch,,Middle East;LATAM,Cetelem,Immediate,,Client Acquisition,brand;media;social;innovation
MED_122,Data & AI,ESG;Innovation,SharePoint;YouTube,Internal Campaign,Article,Strategy,Marketing,Employee Engagement,Employee Engagement Survey Campaign — S5,Campagne Enquête Engagement Collaborateurs — S5,3.2,English,Spanish,Draft,2021-08-12,2023-05-02,2025-02-01,2026-05-03,This media content covers data & ai for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Clients;Regulators;Managers,Public,Monthly,transformation;ESG,In Progress,No,https://sharepoint.bnpparibas.com/media/122,Product Launch,Head of Comms,Europe;Middle East,BNP Paribas Cardif;BNP Paribas SA,,Market Evolution,Brand Awareness,communication;campaign;ESG
